|  SOFIA_name |   Cluster |         RA |        DEC |      Property | SemiMajorAxis | SemiMinorAxis |        R50_19 |        R50_31 |        R50_37 |    R50_cal_19 |    R50_cal_31 |    R50_cal_37 | _RAJ2000_allwise | _DEJ2000_allwise | _RAJ2000_megeath | _DEJ2000_megeath | _RAJ2000_c2d | _DEJ2000_c2d | _RAJ2000_guth | _DEJ2000_guth | _RAJ2000_iras | _DEJ2000_iras | _RAJ2000_akari | _DEJ2000_akari | _RAJ2000_akariyso | _DEJ2000_akariyso | _RAJ2000_enoch06 | _DEJ2000_enoch06 | _RAJ2000_enoch08 | _DEJ2000_enoch08 | _RAJ2000_van_Kempen | _DEJ2000_van_Kempen | _RAJ2000_2mass | _DEJ2000_2mass |                 j |                h |               ks |                i1 |               i2 |               i3 |               i4 |             F11 |             F19 |             m1 |            F31 |            F37 |      m2 |             H70 |          H160 |          H250 |           H350 |           H500 |  S850 | F1100 | S1300 |            alpha |           alpha2 |               e_j |               e_h |              e_ks |              e_i1 |              e_i2 |              e_i3 |              e_i4 |           e_F11 |           e_F19 |            e_m1 |           e_F31 |          e_F37 |   e_m2 |          e_H70 |        e_H160 |        e_H250 |        e_H350 |        e_H500 |           e_S850 | e_F1100 |         e_S1300 | flag_j | flag_h | flag_ks | flag_i1 | flag_i2 | flag_i3 | flag_i4 | flag_F11 | flag_F19 | flag_m1 | flag_F31 | flag_F37 | flag_m2 | flag_H70 | flag_H160 | flag_H250 | flag_H350 | flag_H500 | flag_S850 | flag_F1100 | flag_S1300 |         sLsun |      sLsunlog |         env_mass |      env_masslog |              s |  ext |           inc |                R |             chi2 | sLsun_std |  sLsunlog_std | env_mass_std | env_masslog_std |     s_std |        ext_std | inc_std |          R_std |       chi2_std | sLsun_mad |  sLsunlog_mad | env_mass_mad | env_masslog_mad |   s_mad |       ext_mad | inc_mad |          R_mad |      chi2_mad |       sLsun_skew |    sLsunlog_skew |     env_mass_skew |   env_masslog_skew |           s_skew |          ext_skew |          inc_skew |           R_skew |        chi2_skew |    ltot |           Lbol |          Tbol |
|   NGC2264.2 |   NGC2264 |  100.24633 |  9.5973728 |      Isolated |         3.072 |         3.072 | 3.58345313961 | 4.25254623024 | 3.61598166357 | 2.75348525452 | 3.15278863856 | 3.19123762712 |               -- |               -- |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- |  0.610603044249 |  0.625025801813 |             -- |  2.54835014577 |  4.76573259692 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.72588722745 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- |  0.092946455519 |  0.190573831815 |              -- |  0.269210500694 | 0.402728081256 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 74.0349960327 | 74.0350030312 |  0.0149999996647 |  0.0149999977583 |  1.29999995232 |  5.0 |           0.0 |    1.01891046613 |    8.14392867088 |   23.5191 | 1.45438860102 |   0.00589935 |   1.59132224566 |  0.152811 |  2.12418778534 | 21.8132 |  0.31764777939 |  5.32812549952 |   35.1599 |  1.5098015531 |    0.0103782 |   1.76442618707 | 0.22239 | 2.96520443701 | 27.6827 | 0.432181158999 | 6.82155729459 |   0.845327822716 |    0.48791145249 |    0.298073339921 |  -0.00833429232084 |  -0.456400153337 |   0.0124608452244 |    0.280301381278 | -0.0209041552542 |  0.0973875714257 |   230.9 |  6.69337250763 | 26.3659922154 |
|  NGC2264.20 |   NGC2264 |  100.27638 |  9.5640029 |      Isolated |         3.072 |         3.072 | 6.96972040622 |           0.0 |  4.7567582834 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.276148 |          9.56386 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     100.276211 |       9.563802 |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |  0.255849064968 |             -- | 0.508228453597 | 0.998532452639 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.19702298383 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0422064418041 | 0.0917955809024 |              -- |   0.20943376549 | 0.199925073842 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        U |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 11.8999996185 | 11.9000005072 |  0.0219999998808 |  0.0220000021756 |  1.14999997616 | 14.0 | 18.6717185974 |   0.384344895681 |    1.51980262995 |   4.59875 | 1.49675166851 |     0.329086 |   7.95191304552 |  0.115758 |  3.93898345212 | 22.5713 | 0.126300070309 | 0.792194897401 |   5.78215 | 1.69690692187 |     0.029652 |   11.4628547404 | 0.22239 | 4.44780665552 |  28.454 |  0.15584906685 | 1.02047673983 |   0.269266794111 | -0.0666729466678 |     1.29773726805 |     0.124293004519 |  0.0404848726841 |  -0.0474137618742 |   -0.643902687323 |  -0.345273288319 |   0.129077388145 |     0.0 |  1.64135587984 | 30.5894885616 |
|  NGC2264.21 |   NGC2264 |  100.28894 |  9.5071655 |      Isolated |         3.072 |         3.072 | 3.42666983748 | 2.44387260532 | 3.74681089845 | 2.75348525452 | 3.15278863856 | 3.39771888649 |       100.288685 |          9.50715 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     100.288685 |        9.50715 |            0.0007 |           0.0009 | 0.00189465621952 |                -- |               -- |               -- |               -- |  0.126189459363 |  0.495249991628 |             -- |  1.04230932005 | 0.976676749443 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.27177142161 |    19.1431048349 |            0.0007 |            0.0009 | 0.000189465621952 |                -- |                -- |                -- |                -- | 0.0463798066465 | 0.0873796105046 |              -- |  0.134386103358 | 0.166768483603 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 2.33099985123 | 2.33099980422 |  0.0219999998808 |  0.0220000021756 | 0.699999988079 | 14.0 |           0.0 |   0.800573952496 |     4.6628185153 |   3.54988 | 2.23863955469 |     0.023409 |   2.08730579148 |  0.143085 |  1.02048989163 | 15.3361 | 0.581701060039 |  9.66187510282 |   2.84511 | 2.43630637942 |    0.0177912 |   1.90675581433 | 0.22239 | 1.48260221851 |     0.0 | 0.881609175213 | 14.0032308768 |   0.475000555272 | -0.0904513362671 |    0.946346826177 |    0.0780602975126 |   0.526646240391 |    -0.50265320057 |    0.522082138123 |  -0.807994766556 |  -0.426325363928 |   2.935 |  2.74459065153 | 27.6616519078 |
|   NGC2264.3 |   NGC2264 |  100.27704 |  9.5983873 |      Isolated |         3.072 |         3.072 |  7.3623407828 | 4.16556129006 | 5.13996457995 | 2.75348525452 | 3.15278863856 | 3.19123762712 |               -- |               -- |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |  0.255849064968 |             -- |  1.94656331906 |  2.15044002325 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.53233002117 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0254892421232 | 0.0709392032911 |              -- |  0.237679514489 | 0.219467934277 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        U |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U |          17.5 | 17.5000003866 |   0.171000003815 |   0.170999998329 |            1.0 | 14.0 | 18.6717185974 |   0.273278815672 |   0.607707921416 |   5.18939 |  1.3208625332 |     0.206418 |   3.56435711269 |  0.116272 |  4.00980321413 | 18.7523 | 0.537819437071 |  4.79210458379 |   5.55976 | 1.34904747371 |     0.220908 |   6.98791827023 | 0.22239 | 4.44780665552 | 27.6827 | 0.808268478278 | 6.97997898692 |  -0.121871393696 |  -0.394722395869 |     1.35172489409 |    -0.620828461593 | 0.00910347407792 |  -0.0357437370503 |   -0.439165726081 |  -0.741734393365 |  -0.429223841059 |     0.0 |  2.74737703741 | 23.3012781404 |
|   NGC2264.4 |   NGC2264 |  100.29144 |  9.5945833 |      Isolated |         3.072 |         3.072 | 5.54802331857 | 3.81201875494 | 3.41745238644 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.291302 |         9.594684 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |  0.284065022358 |             -- |  2.39136957795 |  3.93587829597 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |     1.6803111379 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0464650044519 |  0.193802497337 |              -- |  0.343197966523 | 0.367655828127 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 26.6000003815 | 26.6000036792 |   0.256000012159 |   0.255999997264 | 0.850000023842 | 14.0 | 18.6717185974 |  0.0924236732535 |  0.0992136645655 |   7.51704 | 1.30803851909 |     0.258625 |   2.98107746583 |  0.116712 |  3.79642343988 | 18.4504 | 0.565608715213 |  3.31096170212 |   8.45083 |  1.3458259119 |     0.346929 |   4.91969964439 | 0.22239 | 4.44780665552 | 27.6827 | 0.851491506361 | 4.67131028973 | -0.0157553174993 |  -0.292953228305 |    0.878680454671 |    -0.714377492475 |  -0.363995531917 |  -0.0176907932778 |   -0.484359751858 |  -0.785279180157 |  -0.326243782207 |   11.37 |   3.3687436379 | 21.2884609909 |
|   NGC2264.5 |   NGC2264 |   100.2781 |  9.5794176 |      Isolated |         3.072 |         3.072 | 2.47115053762 |           0.0 | 3.93581846828 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.278077 |         9.579427 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     100.278083 |       9.579427 |   0.0314838811755 |  0.0791953280568 |    0.13499891758 |                -- |               -- |               -- |               -- |  0.969999004134 |   2.07254461083 |             -- |  2.10398615384 |  1.74799164917 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- | -0.0899438929772 |    16.3254896093 |  0.00314838811755 |  0.00791953280568 |    0.013499891758 |                -- |                -- |                -- |                -- | 0.0841969244752 |  0.165904886545 |              -- |  0.184624471228 | 0.188577070046 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U |          59.5 | 59.4999964911 | 0.00400000018999 | 0.00400000081278 | 0.699999988079 |  1.0 | 80.9152832031 |    0.96177624464 |    7.40737338364 |    11.907 |  1.2402927432 |   0.00206097 |   1.47352403211 |  0.157963 |  1.14746283648 | 21.2505 | 0.687981835977 |  12.1755330553 |   16.3828 | 1.33356554043 |    0.0014826 |   1.53191420175 | 0.22239 | 1.48260221851 | 28.4496 |  1.05089204719 | 18.3250508531 |   0.201943844557 |   0.052454687655 |   0.0193262733519 |   -0.0128467604518 |   0.395543158054 |    0.114926582863 |    0.179133161902 |   -1.66963903698 |  -0.899283831992 |   34.66 |  19.2850949381 | 68.9818511057 |
|   NGC2264.6 |   NGC2264 |  100.29974 |   9.592718 |      Isolated |         3.072 |         3.072 | 3.45526946712 |  5.0392870873 | 4.46888790408 | 2.75348525452 | 3.15278863856 | 3.19123762712 |        100.29932 |         9.592111 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- |  0.153006588843 |  0.257326520433 |             -- | 0.883466311684 |  1.87179138209 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.37518335572 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- |  0.103589931829 |  0.132623421125 |              -- |  0.179749193848 | 0.266374169396 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 11.8999996185 | 11.9000005072 |  0.0219999998808 |  0.0220000021756 |  1.29999995232 | 14.0 |           0.0 |   0.424700115621 |    1.62534031868 |   4.77858 | 1.46180967853 |    0.0131604 |   2.50640191915 |  0.159015 |  4.60518066787 |  30.608 | 0.391420774221 |  4.37370257495 |   5.78215 | 1.69690692187 |    0.0177912 |   3.21867176234 | 0.22239 | 5.93040887402 | 39.3265 | 0.538609997804 | 5.84622351439 | -0.0361370636967 |  -0.343212286137 |    0.949496467259 |      0.41475043547 |  -0.401771426284 |   0.0390392187857 |   -0.323636234026 | -0.0533720369177 | -0.0794920609758 |   6.503 |  2.37211516639 | 28.7839986828 |
|   NGC2264.7 |   NGC2264 |  100.27377 |  9.5685846 |      Isolated |         3.072 |         3.072 | 5.78920990931 | 5.73253074004 | 5.43397772364 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.273254 |         9.569168 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |       100.2734 |       9.568294 | 0.000838085310534 | 0.00185652123764 | 0.00218741036952 |                -- |               -- |               -- |               -- | 0.0863159947435 |  0.255849064968 |             -- |  1.15843718319 |  2.10347280725 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.32404433995 |    19.0482112841 | 8.38085310534e-05 | 0.000185652123764 | 0.000286550755845 |                -- |                -- |                -- |                -- | 0.0655096652408 |  0.100973941952 |              -- |  0.207213311323 | 0.289687025466 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        U |        U |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U |          17.5 | 17.5000003866 |   0.577000021935 |   0.576999997522 | 0.850000023842 |  5.0 | 18.6717185974 |  0.0749348488947 |  0.0192692574734 |   5.79587 | 1.38551184359 |     0.421947 |   2.01577750514 |  0.116425 |    1.369731479 |  21.583 | 0.523223956932 |  2.87638406821 |   6.81997 |  1.4134095556 |     0.555086 |   2.38765405545 | 0.22239 | 1.48260221851 |  28.454 | 0.786077993294 | 4.05620761545 |   0.115768147517 | -0.0916300309968 | -0.00352357799182 |     -0.82085177513 |  -0.319776390029 |   0.0765580475601 |   -0.633518574278 |  -0.726665018673 |  -0.228221685452 |   7.174 |  2.32820036297 | 28.2033331576 |
|   NGC2264.8 |   NGC2264 |  100.27533 |  9.5690299 |      Isolated |         3.072 |         3.072 | 7.46566963452 | 7.77097452957 | 5.95286433948 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.275665 |         9.569001 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |  0.255849064968 |             -- | 0.708488730439 |  1.55865717624 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.32556978652 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0528933257631 |  0.104663878684 |              -- |  0.191640827803 | 0.255629426301 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        U |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 11.8999996185 | 11.9000005072 |   0.256000012159 |   0.255999997264 | 0.850000023842 | 14.0 | 18.6717185974 |   0.190637990832 | 0.00029641087167 |   5.34541 | 1.51341183142 |     0.281262 |   4.71910563081 |  0.116955 |  3.97606268831 | 21.9207 | 0.283215492866 |  1.82061759649 |   6.22693 | 1.69690692187 |      0.36472 |   8.96861845231 | 0.22239 | 4.44780665552 |  28.454 |   0.3974240144 |  2.3160558552 | -0.0368572314143 |  -0.332515451691 |     1.30816316554 |    -0.846028709361 |  -0.351833171751 |  -0.0372427096213 |   -0.633120807725 |  -0.576106860982 |  0.0450216215548 |     0.0 |  1.87307448134 | 28.3114835001 |
|   NGC2264.9 |   NGC2264 |  100.27397 |  9.5915978 |      Isolated |         3.072 |         3.072 | 4.00127052971 | 3.85137799988 |  5.7339706564 | 2.75348525452 | 3.15278863856 | 3.19123762712 |        100.27404 |          9.59153 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     100.274078 |       9.591544 |            0.0007 | 0.00832338165492 |  0.0399880595505 |                -- |               -- |               -- |               -- |  0.214428970959 |  0.687803575841 |             -- |  1.53457896256 |  1.89691413721 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |   0.316825004773 |     17.129045238 |            0.0007 | 0.000832338165492 |  0.00399880595505 |                -- |                -- |                -- |                -- | 0.0446694719231 |  0.101011782217 |              -- |  0.174523088322 | 0.182370366119 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U |  26.579000473 | 26.5789984829 | 0.00700000021607 | 0.00699999965559 |  1.14999997616 |  8.0 |           0.0 |   0.173734566569 |   0.198773510914 |   6.79789 | 1.29294073494 |   0.00302501 |   1.55314929162 |  0.114603 |   1.8490154556 | 26.8673 | 0.390063138144 |   2.5515856076 |   8.44416 | 1.34740310353 |   0.00444781 |   1.69690692187 | 0.22239 | 2.96520443701 | 39.3265 | 0.562441802518 | 3.32846885406 |   0.188550942137 | -0.0905773923048 |    0.252260689895 |    -0.176696166163 | -0.0169833348923 |   0.0809258472117 |    -0.05181425305 |  -0.528514450753 | -0.0567013198645 |   241.3 |  5.97022405151 | 52.6913565069 |
|   NGC7129.1 |   NGC7129 |  325.77663 |  66.115386 |      Extended |         3.072 |         3.072 |           0.0 |           0.0 |           0.0 | 2.70252260143 | 2.94070285259 | 3.29587628108 |       325.777441 |        66.114759 |               -- |               -- |           -- |           -- |     325.77837 |      66.11508 |            -- |            -- |       325.7704 |        66.1168 |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      325.77843 |      66.115067 |    0.246200203896 |    0.53690803051 |   0.980686843395 |     1.35691213608 |    1.56512081623 |    1.90852510929 |    3.02165365219 |   2.15431272245 |   6.44942668011 |             -- |  33.4750074662 |  35.7772920379 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |   0.280597895249 |  0.0377210036954 |   0.0246200203896 |    0.053690803051 |   0.0980686843395 |    0.135691213608 |    0.156512081623 |    0.190852510929 |    0.302165365219 |  0.154098472228 |  0.500668108766 |              -- |   2.57936335244 |  2.65460785584 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 374.399993896 |   374.4000396 |  0.0509999990463 |   0.051000002243 |  1.29999995232 |  5.0 | 18.6717185974 |     1.5370447437 |    27.6917400625 |    79.258 | 1.28640069666 |    0.0211452 |   1.62737855845 | 0.0977935 |  1.52850834506 | 12.0531 | 0.537546348107 |  11.7539386798 |   64.0484 | 1.19933902031 |    0.0252042 |   1.80655441436 |     0.0 | 1.48260221851 | 11.6438 | 0.802981073863 | 16.1882299152 |  -0.041393276304 |  -0.171363040805 |    0.269256830215 |     -0.10298948735 |  -0.303236603737 |    0.195688457549 |   -0.561143577099 |  -0.629384927771 |  -0.118878286455 |     0.0 |  126.310023668 | 73.2337139191 |
|   NGC7129.2 |   NGC7129 |  325.75747 |  66.119079 |      Extended |     9.2160001 |     9.2160001 | 3.77043864857 | 4.89387707025 | 5.28454175319 | 2.70252260143 | 2.94070285259 | 3.29587628108 |       325.757156 |        66.118751 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     325.757014 |      66.119164 |   0.0510608814657 |  0.0614185892045 |  0.0530066825449 |                -- |               -- |               -- |               -- |   2.13206821401 |   6.52709493052 |             -- |  25.6664122821 |   26.290658202 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.19315660823 |    16.9429069837 |  0.00510608814657 |  0.00614185892045 |  0.00530066825449 |                -- |                -- |                -- |                -- |  0.156431332106 |  0.464807848859 |              -- |   1.80161878711 |  1.84416746818 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U |          59.5 | 59.4999964911 |    14.7790002823 |    14.7790007451 | 0.699999988079 | 14.0 |           0.0 |   0.639553525299 |    5.15870450735 |   10.0567 | 1.18966926904 |      7.89966 |   2.60300594433 |  0.169435 |  1.21297003108 |     0.0 | 0.521986926286 |  5.59465539272 |   14.9743 | 1.31758759518 |      10.2255 |   2.25534158016 | 0.22239 | 1.48260221851 |     0.0 | 0.779364805123 | 7.50011305249 |   0.134482204914 | -0.0530102290213 |    0.551088690758 |    -0.268335580826 |   0.271777778864 |    -0.14769343394 |               0.0 |   -0.61679556757 |  -0.180615933031 |     0.0 |   62.669903768 | 31.6085703645 |
|   NGC7129.3 |   NGC7129 |  325.74875 |  66.103147 |      Extended |      17.16431 |      22.14458 | 7.02419300793 | 7.87577458505 | 8.47702644713 | 2.70252260143 | 2.94070285259 | 3.29587628108 |       325.745031 |        66.102773 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     325.748897 |      66.102989 |   0.0177536644042 |  0.0138388415799 | 0.00754971196875 |                -- |               -- |               -- |               -- | 0.0659944174103 |   5.46705202987 |             -- |  47.8114910521 |  59.2531433213 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    2.18536584509 |    18.2300563679 |  0.00177536644042 |  0.00138388415799 | 0.000754971196875 |                -- |                -- |                -- |                -- | 0.0296910060203 |  0.386764639746 |              -- |    3.3501151249 |  4.14874735232 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        U |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 374.399993896 |   374.4000396 |    1.29700005054 |    1.29700004472 |  1.29999995232 | 14.0 | 18.6717185974 |   0.584525263309 |    2.63458074331 |   23.1846 | 1.06801128886 |     0.365813 |   1.35444740964 | 0.0559559 | 0.741728934516 | 2.96359 | 0.566958318289 |  8.62754230667 |       0.0 |           1.0 |     0.512387 |    1.4758670486 |     0.0 | 1.48260221851 |     0.0 | 0.862967738111 |  12.317040364 |  -0.936192452908 |  -0.936191678047 |    0.267054259777 |   -0.0811551734805 |   -2.08511447906 |   -0.253204648974 |     2.04664683342 |   -1.14510003271 |  -0.647462195427 |     0.0 |  60.5692559925 | 15.5672437518 |
|   NGC7129.4 |   NGC7129 |  325.70927 |   66.11004 |      Extended |     9.2160001 |     9.2160001 | 6.08852596992 | 5.90354119558 | 5.37939668523 | 2.70252260143 | 2.94070285259 | 3.29587628108 |       325.709211 |        66.109818 |               -- |               -- |           -- |           -- |     325.70908 |      66.10978 |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |     325.709095 |      66.109756 |    0.410476714373 |   0.330141365528 |   0.271850675344 |    0.157235860825 |   0.124321997166 |   0.107819601893 |  0.0946770012379 |  0.123808356147 |    2.1906567894 |             -- |  6.86377758243 |  6.52365407013 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |   0.497577017135 |    -1.6311158861 |   0.0410476714373 |   0.0330141365528 |   0.0271850675344 |   0.0157235860825 |   0.0124321997166 |   0.0107819601893 |  0.00946770012379 | 0.0392373851187 |  0.158801327855 |              -- |  0.496666112651 | 0.466794767217 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 74.0999984741 | 74.1000004475 |  0.0509999990463 |   0.051000002243 |  1.29999995232 |  0.0 |          90.0 |    1.20338437292 |    11.8652457926 |   14.2066 | 1.22205592456 |    0.0173536 |   1.37880784969 |  0.115155 | 0.835551938088 | 9.44835 | 0.668237462244 |  16.6973791124 |   16.1604 |  1.2256434444 |    0.0252042 |   1.80655441436 |     0.0 |           0.0 | 8.95837 |  1.02440431161 | 25.2471326114 |   0.259162962437 |   0.329469114542 |    0.152024120092 |    -0.134624958038 |  -0.475995570421 |     0.65949449159 |   -0.614588677883 |   -1.07717228906 |  -0.810163676933 |     0.0 |  27.6366216744 |  112.62683637 |
